CUERPO,PROVINCIA,LOCALIDAD,CENTRO,PUESTO,PLA,Nombre,Apellido1,Apellido2,sexo,edad
MAESTROS,SEVILLA,PEDRERA,41701729-I.E.S. CARLOS CANO,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1,Alba,Morales,Aguirre,Mujer,30
MAESTROS,SEVILLA,PEDRERA,41701729-I.E.S. CARLOS CANO,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1,Mario,Caballero,Montoya,Hombre,56
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597031-EDUCACIÓN INFANTIL,1,Ramón,Sáez,Mora,Hombre,63
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597031-EDUCACIÓN INFANTIL,1,Andrés,Aranda,Barroso,Hombre,43
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597031-EDUCACIÓN INFANTIL,1,Álvaro,Arias,Villalba,Hombre,56
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597031-EDUCACIÓN INFANTIL,1,Belén,Fernández,Carmona,Hombre,59
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597031-EDUCACIÓN INFANTIL,1,Nerea,Aguado,Prado,Mujer,40
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597031-EDUCACIÓN INFANTIL,1,Héctor,Salgado,León,Hombre,37
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597032-LENGUA EXTRANJERA-INGLÉS,1,Bruno,Rey,Carmona,Hombre,54
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597032-LENGUA EXTRANJERA-INGLÉS,1,Jonás,Vera,Peñalver,Hombre,61
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597033-LENGUA EXTRANJERA-FRANCÉS,1,Álvaro,Herrera,Ortega,Hombre,52
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597034-EDUCACIÓN FÍSICA,1,Jonás,Sillero,Lorente,Hombre,40
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597034-EDUCACIÓN FÍSICA,1,Lidia,Gómez,Peña,Mujer,47
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597035-MÚSICA,1,Olivia,Peralta,Merino,Mujer,37
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597036-PEDAGOGÍA TERAPÉUTICA,1,Miguel,Lorente,Cabello,Hombre,26
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597037-AUDICIÓN Y LENGUAJE,1,Esteban,Sillero,Roca,Hombre,46
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597038-EDUCACIÓN PRIMARIA,1,Regina,Díaz,Saavedra,Mujer,61
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597038-EDUCACIÓN PRIMARIA,1,Celia,Marín,Villar,Mujer,32
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597038-EDUCACIÓN PRIMARIA,1,Iván,Mendoza,Romero,Hombre,33
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597038-EDUCACIÓN PRIMARIA,1,Adela,Lara,Luque,Mujer,29
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597038-EDUCACIÓN PRIMARIA,1,Carlos,Herrero,Reyes,Hombre,42
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597038-EDUCACIÓN PRIMARIA,1,Ramón,Carrasco,Herrera,Hombre,34
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597038-EDUCACIÓN PRIMARIA,1,Fátima,Mora,Soler,Mujer,59
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597038-EDUCACIÓN PRIMARIA,1,Gabriel,Martín,Peralta,Hombre,26
MAESTROS,SEVILLA,PEÑAFLOR,41003285-C.E.I.P. VEGA DEL GUADALQUIVIR,00597038-EDUCACIÓN PRIMARIA,1,Amalia,Huertas,Franco,Mujer,29
MAESTROS,SEVILLA,PEÑAFLOR,41500876-S.E.P. PEÑAFLOR,00597032-LENGUA EXTRANJERA-INGLÉS,1,Cristian,León,Rodríguez,Hombre,26
MAESTROS,SEVILLA,PEÑAFLOR,41500876-S.E.P. PEÑAFLOR,00597038-EDUCACIÓN PRIMARIA,1,Regina,Arias,Cuevas,Mujer,62
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Guillermo,Flores,Rojo,Hombre,60
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Simón,Vázquez,Torres,Hombre,51
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Mateo,Aguirre,Lara,Hombre,34
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590005-GEOGRAFIA E HISTORIA P.E.S.,1,Belén,Mendoza,Ortega,Hombre,28
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590005-GEOGRAFIA E HISTORIA P.E.S.,1,César,Alonso,Gallardo,Hombre,53
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590006-MATEMATICAS P.E.S.,1,Noelia,Mateos,Luque,Mujer,30
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590006-MATEMATICAS P.E.S.,1,Yolanda,Franco,Aguado,Mujer,35
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590006-MATEMATICAS P.E.S.,1,Estela,Garrido,Guerrero,Mujer,46
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590007-FISICA Y QUIMICA P.E.S.,1,Ignacio,Alarcón,Calvo,Hombre,32
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590007-FISICA Y QUIMICA P.E.S.,1,Luis,Olmo,Prado,Hombre,33
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,1,Mario,Ponce,Garrido,Hombre,35
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590009-DIBUJO P.E.S.,1,Sergio,González,Jiménez,Hombre,42
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590010-FRANCES P.E.S.,1,Marcos,Vicente,Real,Hombre,39
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590011-INGLES P.E.S.,1,Ainhoa,Roman,Cabrera,Mujer,25
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590011-INGLES P.E.S.,1,Guillermo,Barroso,Ochoa,Hombre,31
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590016-MUSICA P.E.S.,1,Esteban,Palacios,Castro,Hombre,44
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590017-EDUCACION FISICA P.E.S.,1,Miriam,Lemus,Valero,Hombre,48
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,Pilar,Téllez,Gallardo,Hombre,32
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00590019-TECNOLOGIA P.E.S.,1,Bruno,Morales,Amador,Hombre,55
MAESTROS,SEVILLA,PEÑAFLOR,41701951-I.E.S. VIRGEN DE VILLADIEGO,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1,Raquel,Manso,Saiz,Mujer,62
MAESTROS,SEVILLA,PILAS,41003315-C.E.I.P. NTRA. SRA. DE BELÉN,00597031-EDUCACIÓN INFANTIL,1,Mario,Gallego,Santos,Hombre,32
MAESTROS,SEVILLA,PILAS,41003315-C.E.I.P. NTRA. SRA. DE BELÉN,00597031-EDUCACIÓN INFANTIL,1,Eva,Huertas,Cabello,Mujer,32
MAESTROS,SEVILLA,PILAS,41003315-C.E.I.P. NTRA. SRA. DE BELÉN,00597031-EDUCACIÓN INFANTIL,1,Patricia,Jara,Mesa,Mujer,52
MAESTROS,SEVILLA,PILAS,41003315-C.E.I.P. NTRA. SRA. DE BELÉN,00597032-LENGUA EXTRANJERA-INGLÉS,1,Joaquín,Manso,Vidales,Hombre,34
MAESTROS,SEVILLA,PILAS,41003315-C.E.I.P. NTRA. SRA. DE BELÉN,00597034-EDUCACIÓN FÍSICA,1,Ramón,Esteban,Castaño,Hombre,64
MAESTROS,SEVILLA,PILAS,41003315-C.E.I.P. NTRA. SRA. DE BELÉN,00597035-MÚSICA,1,Carlos,Mora,Castaño,Hombre,64
MAESTROS,SEVILLA,PILAS,41003315-C.E.I.P. NTRA. SRA. DE BELÉN,00597036-PEDAGOGÍA TERAPÉUTICA,1,Fernando,Tejada,Solís,Hombre,51
MAESTROS,SEVILLA,PILAS,41003315-C.E.I.P. NTRA. SRA. DE BELÉN,00597038-EDUCACIÓN PRIMARIA,1,Lucía,Amador,Olmo,Mujer,37
MAESTROS,SEVILLA,PILAS,41003315-C.E.I.P. NTRA. SRA. DE BELÉN,00597038-EDUCACIÓN PRIMARIA,1,José,Gómez,Vidal,Hombre,60
MAESTROS,SEVILLA,PILAS,41003315-C.E.I.P. NTRA. SRA. DE BELÉN,00597038-EDUCACIÓN PRIMARIA,1,Teresa,Llamas,Gil,Mujer,60
MAESTROS,SEVILLA,PILAS,41003315-C.E.I.P. NTRA. SRA. DE BELÉN,00597038-EDUCACIÓN PRIMARIA,1,Pablo,Olmo,Prado,Hombre,30
MAESTROS,SEVILLA,PILAS,41003315-C.E.I.P. NTRA. SRA. DE BELÉN,00597038-EDUCACIÓN PRIMARIA,1,Beatriz,Guerrero,Lemus,Mujer,42
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597031-EDUCACIÓN INFANTIL,1,Olivia,Villalba,Ramírez,Mujer,53
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597031-EDUCACIÓN INFANTIL,1,Guillermo,Alfaro,Ruiz,Hombre,49
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597031-EDUCACIÓN INFANTIL,1,Andrés,Bravo,Cruz,Hombre,52
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597031-EDUCACIÓN INFANTIL,1,Miriam,Saura,Nuñez,Hombre,64
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597031-EDUCACIÓN INFANTIL,1,Miguel,Cortés,Valle,Hombre,48
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597031-EDUCACIÓN INFANTIL,1,Noelia,Cano,Lara,Mujer,26
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597031-EDUCACIÓN INFANTIL,1,Rodrigo,Herrero,Del Río,Hombre,57
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597031-EDUCACIÓN INFANTIL,1,Lorena,Gutiérrez,Luque,Mujer,57
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597031-EDUCACIÓN INFANTIL,1,Carolina,Real,Marquez,Mujer,29
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597032-LENGUA EXTRANJERA-INGLÉS,1,Yolanda,Benito,Valle,Mujer,51
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597032-LENGUA EXTRANJERA-INGLÉS,1,Raquel,Sierra,Acosta,Mujer,34
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597032-LENGUA EXTRANJERA-INGLÉS,1,Noelia,León,Cano,Mujer,35
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597033-LENGUA EXTRANJERA-FRANCÉS,1,Antonio,Guzmán,Miranda,Hombre,29
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597034-EDUCACIÓN FÍSICA,1,Félix,Mesa,Téllez,Hombre,64
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597034-EDUCACIÓN FÍSICA,1,Mónica,Solís,Peralta,Mujer,36
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597034-EDUCACIÓN FÍSICA,1,Daniela,Soria,Escudero,Mujer,55
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597035-MÚSICA,1,César,Gil,Roldán,Hombre,59
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597036-PEDAGOGÍA TERAPÉUTICA,1,Rubén,Murillo,Lara,Hombre,38
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597037-AUDICIÓN Y LENGUAJE,1,Iván,Pascual,Vega,Hombre,52
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597038-EDUCACIÓN PRIMARIA,1,Alba,Rubio,Del Río,Mujer,39
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597038-EDUCACIÓN PRIMARIA,1,Carolina,Ojeda,López,Mujer,55
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597038-EDUCACIÓN PRIMARIA,1,César,Pascual,Herrero,Hombre,32
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597038-EDUCACIÓN PRIMARIA,1,Claudia,Pérez,Roman,Mujer,34
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597038-EDUCACIÓN PRIMARIA,1,Mateo,Reyes,Salinas,Hombre,41
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597038-EDUCACIÓN PRIMARIA,1,Juan,Torres,Montoya,Hombre,54
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597038-EDUCACIÓN PRIMARIA,1,Samuel,Soler,Mateo,Hombre,33
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597038-EDUCACIÓN PRIMARIA,1,Marta,Tejada,Salazar,Mujer,50
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597038-EDUCACIÓN PRIMARIA,1,Francisco,Valero,Valverde,Hombre,54
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597038-EDUCACIÓN PRIMARIA,1,Yolanda,Esteban,Manso,Mujer,53
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597038-EDUCACIÓN PRIMARIA,1,Olivia,Lorente,Guerrero,Mujer,53
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597038-EDUCACIÓN PRIMARIA,1,Claudia,Cabello,Garrido,Mujer,38
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597038-EDUCACIÓN PRIMARIA,1,Fernando,Méndez,Franco,Hombre,55
MAESTROS,SEVILLA,PILAS,41003352-C.E.I.P. BEATRIZ DE CABRERA,00597038-EDUCACIÓN PRIMARIA,1,Javier,Velasco,Nuñez,Hombre,43
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597031-EDUCACIÓN INFANTIL,1,David,Manso,Rey,Hombre,26
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597031-EDUCACIÓN INFANTIL,1,Julia,Cordero,Herrero,Mujer,53
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597031-EDUCACIÓN INFANTIL,1,Miguel,Cebrián,Domínguez,Hombre,54
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597031-EDUCACIÓN INFANTIL,1,Sandra,Flores,Reyes,Mujer,41
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597031-EDUCACIÓN INFANTIL,1,Rosa,Cabrera,López,Mujer,57
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597031-EDUCACIÓN INFANTIL,1,Miriam,Prieto,Aguado,Hombre,47
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597031-EDUCACIÓN INFANTIL,1,Sofía,Ojeda,Sierra,Mujer,37
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597032-LENGUA EXTRANJERA-INGLÉS,1,Bruno,Montoya,Merino,Hombre,48
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597032-LENGUA EXTRANJERA-INGLÉS,1,Francisco,Cortés,Carrasco,Hombre,34
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597033-LENGUA EXTRANJERA-FRANCÉS,1,Javier,Montero,Valero,Hombre,58
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597034-EDUCACIÓN FÍSICA,1,Juan,Romero,Jurado,Hombre,46
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597035-MÚSICA,1,Eva,Villalba,Herrero,Mujer,26
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597036-PEDAGOGÍA TERAPÉUTICA,1,Irene,Cabrera,Correa,Hombre,57
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597036-PEDAGOGÍA TERAPÉUTICA,1,Ángela,Reina,Cebrián,Mujer,33
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597038-EDUCACIÓN PRIMARIA,1,Ignacio,Marín,García,Hombre,58
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597038-EDUCACIÓN PRIMARIA,1,Alba,Montes,Bravo,Mujer,53
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597038-EDUCACIÓN PRIMARIA,1,Patricia,Diez,Martín,Mujer,28
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597038-EDUCACIÓN PRIMARIA,1,Alejandro,Mendoza,Iglesias,Hombre,65
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597038-EDUCACIÓN PRIMARIA,1,Joaquín,Ponce,Valero,Hombre,25
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,00597038-EDUCACIÓN PRIMARIA,1,Esteban,González,Herrero,Hombre,35
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS,1,Laura,Aguirre,Aguilar,Mujer,64
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Juan,Portillo,Cano,Hombre,40
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Félix,García,Prieto,Hombre,58
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Daniela,Cano,Caballero,Mujer,30
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Tomás,Parra,Sáez,Hombre,31
MAESTROS,SEVILLA,PILAS,41010435-C.E.I.P. VIRGEN DEL ROCÍO,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Sergio,Jiménez,Molina,Hombre,61
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41080231-E.O.E. PILAS,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,Lola,Reina,López,Mujer,40
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41080231-E.O.E. PILAS,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,Daniela,Alonso,Durán,Mujer,56
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41080231-E.O.E. PILAS,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,Javier,Espejo,Ruiz,Hombre,45
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41080231-E.O.E. PILAS,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,Marta,Murillo,Toledo,Mujer,40
MAESTROS,SEVILLA,PILAS,41080231-E.O.E. PILAS,00597037-AUDICIÓN Y LENGUAJE,1,Celia,Aranda,Solís,Mujer,30
MAESTROS,SEVILLA,PILAS,41500219-S.E.P. CERRILLO BLANCO,00597038-EDUCACIÓN PRIMARIA,1,Esteban,Espejo,Mateo,Hombre,53
MAESTROS,SEVILLA,PILAS,41500219-S.E.P. CERRILLO BLANCO,00597038-EDUCACIÓN PRIMARIA,1,David,Sillero,Caballero,Hombre,54
MAESTROS,SEVILLA,PILAS,41500219-S.E.P. CERRILLO BLANCO,00597038-EDUCACIÓN PRIMARIA,1,Cristian,Calvo,Pastor,Hombre,53
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41701298-I.E.S. TORRE DEL REY,00590001-FILOSOFIA P.E.S.,1,Carolina,Castro,Ponce,Mujer,57
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41701298-I.E.S. TORRE DEL REY,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Antonio,Roca,Reina,Hombre,48
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41701298-I.E.S. TORRE DEL REY,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Daniela,Montoya,Fernández,Mujer,38
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41701298-I.E.S. TORRE DEL REY,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Francisco,Tapia,Mateo,Hombre,32
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41701298-I.E.S. TORRE DEL REY,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Regina,Reyes,Rojo,Mujer,57
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41701298-I.E.S. TORRE DEL REY,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Alberto,Franco,Arias,Hombre,38
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41701298-I.E.S. TORRE DEL REY,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Ramón,Vera,Estévez,Hombre,37
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41701298-I.E.S. TORRE DEL REY,00590005-GEOGRAFIA E HISTORIA P.E.S.,1,Álvaro,Silva,Castillo,Hombre,51
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41701298-I.E.S. TORRE DEL REY,00590005-GEOGRAFIA E HISTORIA P.E.S.,1,Jonás,Castaño,Toledo,Hombre,26
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41701298-I.E.S. TORRE DEL REY,00590005-GEOGRAFIA E HISTORIA P.E.S.,1,Gabriel,Roca,Sánchez,Hombre,47
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41701298-I.E.S. TORRE DEL REY,00590006-MATEMATICAS P.E.S.,1,Gabriel,Herrero,Zapata,Hombre,27
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41701298-I.E.S. TORRE DEL REY,00590006-MATEMATICAS P.E.S.,1,Marisa,Andrés,Sáez,Mujer,29
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41701298-I.E.S. TORRE DEL REY,00590006-MATEMATICAS P.E.S.,1,Marta,Roman,Campos,Mujer,60
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41701298-I.E.S. TORRE DEL REY,00590006-MATEMATICAS P.E.S.,1,Ainhoa,González,Escudero,Mujer,62
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41701298-I.E.S. TORRE DEL REY,00590006-MATEMATICAS P.E.S.,1,Gabriel,Navarrete,Rosales,Hombre,39
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PILAS,41701298-I.E.S. TORRE DEL REY,00590007-FISICA Y QUIMICA P.E.S.,1,Marta,Cano,Navarro,Mujer,60
